Title,Source,File_Path_Or_URL,Heuristic_Score,Embedding_Score,Direct_Usecase_Score,Adjacent_Background_Score,Research_Only_Score,Generic_News_Score,Marketing_Noise_Score,LLM_Relevance_Score,LLM_Usecase_Match,LLM_Information_Quality,LLM_Noise_Level,Final_Decision,Keep_Review_Discard_Reason,Top_Evidence_Snippets,Source_Domain,Document_File_Path,Document_URL,File_Type,Publication_Date,Metadata_Score,Rerank_Score,Shortlist_Pass,LLM_Judge_Pass,Extracted_Companies,Extracted_Counties,Extracted_OEMs,Extracted_Facilities,Extracted_Capacities,Extracted_Dates,Candidate_ID,Query_No,Query,Query_Enhanced,Rank_In_Query,URL,File_Ext_Guess,Is_PDF_URL,Content_Snippet,Description,Raw_Content_Text,Filename,Existing_Path,Publication_Date_Metadata,Tavily_Score_Raw,Tavily_Score_Pct,Signal_Category_Count,Signal_Categories_Hit,Signal_Keyword_Hits,Region_Hit,ValueChain_Hits,PolicyLogistics_Hits,Question_Coverage,GeorgiaNode_Hits,Specificity_Hits,DocQuality_Hits,Metadata_TwoSignal_Rule,Metadata_QuestionSpecifics_Rule,Source_Credibility,Penalty_Points,Lexical_Similarity,PDF_Candidate,Metadata_Rule_Pass,Metadata_Pass,Resolved_File_Path,Resolved_Text_Path,Resolved_File_Type,Document_Candidate,Local_Path_Found,Text_Path_Found,Stage2_Filter_Pass,Acquisition_Status,Acquired_File_Path,Acquired_Size_MB,Download_Content_Type,Document_Source,Metadata_Summary,FirstPage_Summary,Headings_TOC,Top_Relevant_Chunks,Grounded_Company_Count,Grounded_County_Count,Grounded_OEM_Count,Grounded_Facility_Count,Grounded_Capacity_Count,Grounded_Date_Count,Document_Content_Source,Document_Content_Chars,Stage3_Status,Heuristic_Signal_Count,Heuristic_Signal_Hits,Heuristic_Signal_Categories,Heuristic_Question_Coverage,Heuristic_Specificity_Hits,Heuristic_Grounded_Entity_Score,Heuristic_Top_Chunk_Score,Heuristic_Region_Score,Heuristic_Source_Credibility_Pct,Heuristic_Evidence_Depth_Score,Heuristic_DocQuality_Hits,Heuristic_Policy_Hits,Heuristic_Negative_Hits,Heuristic_Marketing_Hits,Heuristic_GenericNews_Hits,Heuristic_ResearchOnly_Hits,Heuristic_Penalty,Embedding_Backend,Embedding_Global_Similarity,Embedding_Top2_Facet_Average,Embedding_Facet_Coverage,Embedding_Facet_WhoWhereScale,Embedding_Facet_SupplierTier,Embedding_Facet_LogisticsRisk,Embedding_Facet_PolicyLocalization,Heuristic_Pass,Embedding_Pass,Rubric_Policy_Hits,Rubric_Logistics_Hits,Rubric_Relationship_Hits,Shortlist_Selected_By_Ratio,LLM_Judge_Status,LLM_Decision,LLM_Reason,LLM_Top_Evidence_Used,LLM_Confidence
Electric Transportation Publication 2025,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Electric_Transportation_Publication_2025_DOC_005.pdf,82.22,55.85,0.7117,0.4213,0.193,0.0936,0.144,,,,,review,Borderline direct-usecase evidence; worth manual review before discard.,"[1] together thought leaders to discuss innovative approaches to electric mobility across Georgia and the region. Augusta Tech’s Automotive Service Training Center In November 2022, the Knox Foundation announced a donation of $1 million to Augusta Technical College for the development of the college’s new automotive service training center. The Ray To create the world’s first sustainable highway, The Ray is rethinking the role of roadway connectivity with a “net-zero” mission: zero waste, zero carbo || [2] Plains regions. The coalition will provide drivers with effective, efficient, and convenient charging options to enable long-distance electric travel. Electric Mobility and Innovation Alliance In 2021, Georgia Governor Brian Kemp formed the Georgia Electric Mobility and Innovation Alliance (EMIA). Led by the Georgia Department of Economic Development, EMIA is a statewide alliance that consists of partners ranging from government, industries, electric utilities, non-profits, and other stakeholder || [3] generation, storage, distribution, and utilization of energy • Electrochemical Energy Storage and Conversion Initiative Manufacturing Institute: • Partnering with GE and Ford Motor Co. to study ways to add greater efficiencies to electric driving and charging performance #2 State in the Southeast for EV Registrations 92,400 Electric Vehicles in Georgia in 2023 #7 State for DC Fast Chargers #7 State for EV Charging Outlets Sources: Alternative Fuels Data Center, U.S. Department of Energy, Novembe",,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Electric_Transportation_Publication_2025_DOC_005.pdf,,PDF,2026-02-10,38.86,67.61,0,0,ALBAform Inc.; Anovion Technologies; Ascend Elements; Aspen Aerogels*; Aurubis*; Blue Bird Corp.; Boogook Industries*; DAS Corp.*; DaeChang Seat Company*; Daesol Ausys*; Dongwon Autopart Technology Georgia LLC; Ecoplastic Corporation*; Enchem America Inc.; FREYR Battery*; GEDIA Georgia LLC; Hanon Systems USA LLC*; Hitachi Astemo; Honda Development & Manufacturing; Hwashin*; Hyundai Industrial Co.*,Bartow County; Bibb County; Brantley County; Bryan County; Bulloch County; Camden County; Candler County; Chatham County; Coweta County; Decatur County; Early County; Effingham County; Fulton County; Gordon County; Gwinnett County,Blue Bird; Blue Bird Corp.; Hyundai Motor Group; Kia Georgia Inc.; SK Battery America,Georgia is positioning itself as a hub; Bulloch Automotive thermal solutions for Hyundai plant; UGA established a campus; Automotive assembly plant,27.5 billion; 2.6 billion; 4.5 billion; 1 million,2025; 2018; 2023; 2024; 2021; 2022,CAND_167E2ECF50,,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,,.pdf,0,Electric Transportation Publication 2025 Electric Transportation Publication 2025 Electric_Transportation_Publication_2025_DOC_005.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,Electric Transportation Publication 2025 Electric Transportation Publication 2025 Electric_Transportation_Publication_2025_DOC_005.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,Electric_Transportation_Publication_2025_DOC_005.pdf,/Users/sreejamuvva/Downloads/Taviliy_HTML_PDF/corpus_gnem_battery/,2026-02-10,,100.0,1,edge_attributes,1,1,0,0,1,1,1,0,0,1,3.0,0.0,11.82,1,1,1,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Electric_Transportation_Publication_2025_DOC_005.pdf,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_text\Electric_Transportation_Publication_2025_DOC_005.txt,PDF,1,1,1,1,LocalFound,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Electric_Transportation_Publication_2025_DOC_005.pdf,0.66,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Electric_Transportation_Publication_2025_DOC_005.pdf,title: Electric Transportation Publication 2025 query: GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed domain: description: Electric Transportation Publication 2025 Electric Transportation Publication 2025 Electric_Transportation_Publication_2025_DOC_005.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed content snippet: Electric Transportation Publication 2025 Electric Transportation Publication 2025 Electric_Transportation_Publication_2025_DOC_005.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed metadata score: 38.86,"Electric Transportation Ecosystem Georgia: A Hub for Electric Transportation Electric vehicles (EVs) are the future of the automotive industry. Since 2018, Georgia has attracted 43 EV-related operations and expansions for a total 32,000 jobs and $27.5 billion in capital investment. In 2023 and 2024, 20 Tier 1 & 2 Hyundai suppliers located in Georgia, projected to create more than 7,000 jobs and $4.5 billion in capital investment. 500 $72.5M Chatham Automotive seat frames for Hyundai Metaplant 2023 Seoyon E-HWA 500 $75.9M Chatham Interior plastic parts, door trim 2023 Hwashin 460 $176M Laurens Automotive body parts for Hyundai Metaplant & Kia 2023 Ecoplastic Corporation 456 $205M Bulloch Interior and exterior plastic parts 2023 PHA Body Syst",,"[1] together thought leaders to discuss innovative approaches to electric mobility across Georgia and the region. Augusta Tech’s Automotive Service Training Center In November 2022, the Knox Foundation announced a donation of $1 million to Augusta Technical College for the development of the college’s new automotive service training center. The Ray To create the world’s first sustainable highway, The Ray is rethinking the role of roadway connectivity with a “net-zero” mission: zero waste, zero carbo || [2] Plains regions. The coalition will provide drivers with effective, efficient, and convenient charging options to enable long-distance electric travel. Electric Mobility and Innovation Alliance In 2021, Georgia Governor Brian Kemp formed the Georgia Electric Mobility and Innovation Alliance (EMIA). Led by the Georgia Department of Economic Development, EMIA is a statewide alliance that consists of partners ranging from government, industries, electric utilities, non-profits, and other stakeholder || [3] generation, storage, distribution, and utilization of energy • Electrochemical Energy Storage and Conversion Initiative Manufacturing Institute: • Partnering with GE and Ford Motor Co. to study ways to add greater efficiencies to electric driving and charging performance #2 State in the Southeast for EV Registrations 92,400 Electric Vehicles in Georgia in 2023 #7 State for DC Fast Chargers #7 State for EV Charging Outlets Sources: Alternative Fuels Data Center, U.S. Department of Energy, Novembe",20,15,5,4,4,6,local_text,10486,CardBuilt,4,6,"network_structure, node_attributes, edge_attributes, optimization_levers",4,4,100.0,57.61,100.0,20.0,80.0,1,0,0,0,0,1,0.0,hashing_bow,71.73,55.4,25.0,54.77,30.49,39.51,56.04,1,0,0,2,3,0,not_used,,,,0.0
Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,81.76,43.48,0.667,0.4893,0.12,0.194,0.144,,,,,discard,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise.,"[1] agree the United States needs to build a sustainable battery recycling infrastructure. The opening of this facility will help meet that demand. Battery Resourcers is investing $43 million in the facility at 9172 Industrial Drive in Covington, which will bring at least 150 jobs to the community. The site is strategically located near several EV manufacturing hubs and lithium-ion gigafactories. “Automotive OEMs are sitting on mountains of discarded batteries and scrap, and right now they have very || [2] industry bring even more recycling capacity online in the coming years. “As an industry, we need to match the capacity of the gigafactories producing millions of batteries with our own ‘gigarecycling’ facilities that can recycle millions of batteries. Our Covington facility will be the largest in North America this summer, but we encourage development of recycling facilities even larger than this one. We all win when we prevent batteries from going to landfill.” “This is just the latest job crea || [3] can create together for hardworking Georgians.” “We know that Battery Resourcers had many options to consider before choosing Georgia as the location for this facility,” said Pat Wilson, Commissioner of the Georgia Department of Economic Development. “Georgia offers important assets for business growth, such as our educated workforce, pro-business climate and high quality of life, and we are confident that these qualities – combined with our commitment to sustainability – will contribute to us w",,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,,PDF,2026-02-10,40.71,60.82,0,0,,Long County; Peach County; Thomas County,,"Lithium-ion Battery Recycling Facility by August 2022 30,000-metric-ton-per-year facility; When the 154,000-square-foot facility; The opening of this facility; The site; Our Covington facility; Battery Resourcers as they open their state-of-the-art Covington facility; Georgia as the location for this facility; The opening of the Covington facility; Plans are already in motion to open an additional facility",43 million,"January 5, 2022; 2022; 2023; 2015",CAND_4D85EE87A4,,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,,.pdf,0,Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,/Users/sreejamuvva/Downloads/Taviliy_HTML_PDF/corpus_gnem_battery/,2026-02-10,,100.0,1,node_attributes,1,1,1,0,1,1,1,0,0,1,3.0,0.0,15.32,1,1,1,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_text\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.txt,PDF,1,1,1,1,LocalFound,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,0.09,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf,title: Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility query: GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed domain: description: Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed content snippet: Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery Resourcers to Open North Americas Largest Lithium ion Battery Recycling Facility Battery-Resourcers-to-Open-North-Americas-Largest-Lithium-ion-Battery-Recycling-Facility_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed metadata score: 40.71,"NEWS RELEASE Battery Resourcers to Open North America’s Largest Lithium-ion Battery Recycling Facility by August 2022 30,000-metric-ton-per-year facility in Covington, Georgia will be North America’s single largest battery recycling operation to extract lithium, cobalt and nickel from discarded lithium-ion batteries and scrap COVINGTON, Ga. (January 5, 2022) — Battery Resourcers, a vertically integrated lithium-ion battery recycling and engineered materials company, today announced plans to open a commercial-scale, lithium-ion battery recycling facility in Covington, Ga. When the 154,000-square-foot facility is fully operational in August 2022, it will be North America’s largest battery recycling facility with capacity to process 30,000 met",,"[1] agree the United States needs to build a sustainable battery recycling infrastructure. The opening of this facility will help meet that demand. Battery Resourcers is investing $43 million in the facility at 9172 Industrial Drive in Covington, which will bring at least 150 jobs to the community. The site is strategically located near several EV manufacturing hubs and lithium-ion gigafactories. “Automotive OEMs are sitting on mountains of discarded batteries and scrap, and right now they have very || [2] industry bring even more recycling capacity online in the coming years. “As an industry, we need to match the capacity of the gigafactories producing millions of batteries with our own ‘gigarecycling’ facilities that can recycle millions of batteries. Our Covington facility will be the largest in North America this summer, but we encourage development of recycling facilities even larger than this one. We all win when we prevent batteries from going to landfill.” “This is just the latest job crea || [3] can create together for hardworking Georgians.” “We know that Battery Resourcers had many options to consider before choosing Georgia as the location for this facility,” said Pat Wilson, Commissioner of the Georgia Department of Economic Development. “Georgia offers important assets for business growth, such as our educated workforce, pro-business climate and high quality of life, and we are confident that these qualities – combined with our commitment to sustainability – will contribute to us w",0,3,0,9,1,4,local_text,5399,CardBuilt,4,8,"network_structure, node_attributes, edge_attributes, optimization_levers",5,3,100.0,62.34,100.0,20.0,80.0,0,1,0,0,1,0,4.0,hashing_bow,62.2,46.5,0.0,42.84,31.77,24.64,50.15,1,0,2,1,0,0,not_used,,,,0.0
emia report 22mcie121 12 2022,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_DOC_002.pdf,62.57,53.31,0.5566,0.3253,0.12,0.2835,0.144,,,,,discard,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise.,"[1] of shifting economic and industry trends to keep Georgia the No. 1 state for business. The automotive industry will see more change in this decade than it has in the past century. According to the Alliance for Automotive Innovation, automakers are planning to invest $250 billion in electrification by this next year alone, and IHS Markit predicted a rapid increase in the number of EV models available to consumers in the U.S. by 2026. But the future of transportation and mobility is not just autom || [2] Innovation Alliance (EMIA) with the purpose of bringing together industry leaders, subject matter experts, and elected officials to develop a roadmap that will keep Georgia at the forefront of the e-mobility and innovation revolution. Enclosed herein is the first EMIA report, complete with recommendations for how we can secure the Peach State’s reputation as the national leader in this emerging industry. I would like to thank all the participants of the Alliance for their dedication and efforts. || [3] The purpose of the Alliance is to identify ways to support the growth of the entire electric mobility sector and foster innovation in the State of Georgia by creating a business-friendly environment for the industry and promoting favorable public policy. While the Alliance has the long-term goal to bring new investments to Georgia, it also seeks to support the state’s existing industry. The Alliance is organized into five working committees based on five focus areas, as shown below. Alliance Com",,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_DOC_002.pdf,,PDF,2026-02-10,39.85,53.39,0,0,ALBAform Inc.; Blue Bird Corp.; Hyundai Motor Group; Kia Georgia Inc.; Mercedes-Benz USA LLC; Novelis Inc.; Porsche Cars North America Inc.,Early County; Long County; Miller County; Oglethorpe County; Peach County,Blue Bird; Blue Bird Corp.; Hyundai Motor Group; Kia Georgia Inc.; Mercedes-Benz USA LLC,,250 billion; 23 billion,2022; 2021; 2023; 2020; 2030; 2040; 2026; 2018,CAND_2BF3332A77,,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,,.pdf,0,emia report 22mcie121 12 2022 emia report 22mcie121 12 2022 emia_report_-_22mcie121_12-2022_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,emia report 22mcie121 12 2022 emia report 22mcie121 12 2022 emia_report_-_22mcie121_12-2022_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,emia_report_-_22mcie121_12-2022_DOC_002.pdf,/Users/sreejamuvva/Downloads/Taviliy_HTML_PDF/corpus_gnem_battery/,2026-02-10,,100.0,1,edge_attributes,1,1,0,0,1,1,1,1,0,1,3.0,0.0,11.74,1,1,1,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_DOC_002.pdf,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_text\emia_report_-_22mcie121_12-2022_DOC_002.txt,PDF,1,1,1,1,LocalFound,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_DOC_002.pdf,4.34,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_DOC_002.pdf,title: emia report 22mcie121 12 2022 query: GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed domain: description: emia report 22mcie121 12 2022 emia report 22mcie121 12 2022 emia_report_-_22mcie121_12-2022_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed content snippet: emia report 22mcie121 12 2022 emia report 22mcie121 12 2022 emia_report_-_22mcie121_12-2022_DOC_002.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed metadata score: 39.85,ELECTRIC MOBILITY AND INNOVATION ALLIANCE 1 ELECTRIC MOBILITY AND INNOVATION ALLIANCE 2021-2022 ALLIANCE REPORT Office of Governor Brian P. Kemp January 2023 ELECTRIC MOBILITY AND INNOVATION ALLIANCE 2 Table of Contents Letter from the Governor ......................................................................................................3 Committee Chairs ....................................................................................................................4 Georgia’s Electric Mobility and Innovation Alliance ...................................................5 Alliance Membership and Acknowledgements ......................................................6 What Is E-Mobility? ............................................,,"[1] of shifting economic and industry trends to keep Georgia the No. 1 state for business. The automotive industry will see more change in this decade than it has in the past century. According to the Alliance for Automotive Innovation, automakers are planning to invest $250 billion in electrification by this next year alone, and IHS Markit predicted a rapid increase in the number of EV models available to consumers in the U.S. by 2026. But the future of transportation and mobility is not just autom || [2] Innovation Alliance (EMIA) with the purpose of bringing together industry leaders, subject matter experts, and elected officials to develop a roadmap that will keep Georgia at the forefront of the e-mobility and innovation revolution. Enclosed herein is the first EMIA report, complete with recommendations for how we can secure the Peach State’s reputation as the national leader in this emerging industry. I would like to thank all the participants of the Alliance for their dedication and efforts. || [3] The purpose of the Alliance is to identify ways to support the growth of the entire electric mobility sector and foster innovation in the State of Georgia by creating a business-friendly environment for the industry and promoting favorable public policy. While the Alliance has the long-term goal to bring new investments to Georgia, it also seeks to support the state’s existing industry. The Alliance is organized into five working committees based on five focus areas, as shown below. Alliance Com",7,5,5,0,2,8,local_text,57459,CardBuilt,2,2,"edge_attributes, optimization_levers",2,4,100.0,62.67,100.0,20.0,80.0,2,0,0,0,1,0,4.0,hashing_bow,68.17,52.62,25.0,45.62,29.43,31.53,59.61,1,0,0,1,0,0,not_used,,,,0.0
emia report 22mcie121 12 2022 1,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,62.56,52.98,0.556,0.3246,0.12,0.2835,0.144,,,,,discard,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise.,"[1] of shifting economic and industry trends to keep Georgia the No. 1 state for business. The automotive industry will see more change in this decade than it has in the past century. According to the Alliance for Automotive Innovation, automakers are planning to invest $250 billion in electrification by this next year alone, and IHS Markit predicted a rapid increase in the number of EV models available to consumers in the U.S. by 2026. But the future of transportation and mobility is not just autom || [2] Innovation Alliance (EMIA) with the purpose of bringing together industry leaders, subject matter experts, and elected officials to develop a roadmap that will keep Georgia at the forefront of the e-mobility and innovation revolution. Enclosed herein is the first EMIA report, complete with recommendations for how we can secure the Peach State’s reputation as the national leader in this emerging industry. I would like to thank all the participants of the Alliance for their dedication and efforts. || [3] The purpose of the Alliance is to identify ways to support the growth of the entire electric mobility sector and foster innovation in the State of Georgia by creating a business-friendly environment for the industry and promoting favorable public policy. While the Alliance has the long-term goal to bring new investments to Georgia, it also seeks to support the state’s existing industry. The Alliance is organized into five working committees based on five focus areas, as shown below. Alliance Com",,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,,PDF,2026-02-10,39.78,53.25,0,0,ALBAform Inc.; Blue Bird Corp.; Hyundai Motor Group; Kia Georgia Inc.; Mercedes-Benz USA LLC; Novelis Inc.; Porsche Cars North America Inc.,Early County; Long County; Miller County; Oglethorpe County; Peach County,Blue Bird; Blue Bird Corp.; Hyundai Motor Group; Kia Georgia Inc.; Mercedes-Benz USA LLC,,250 billion; 23 billion,2022; 2021; 2023; 2020; 2030; 2040; 2026; 2018,CAND_00E0EEB3B3,,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,,.pdf,0,emia report 22mcie121 12 2022 1 emia report 22mcie121 12 2022 1 emia_report_-_22mcie121_12-2022_1_DOC_003.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,emia report 22mcie121 12 2022 1 emia report 22mcie121 12 2022 1 emia_report_-_22mcie121_12-2022_1_DOC_003.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed,,emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,/Users/sreejamuvva/Downloads/Taviliy_HTML_PDF/corpus_gnem_battery/,2026-02-10,,100.0,1,edge_attributes,1,1,0,0,1,1,1,1,0,1,3.0,0.0,11.02,1,1,1,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_text\emia_report_-_22mcie121_12-2022_1_DOC_003.txt,PDF,1,1,1,1,LocalFound,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,4.32,,C:\Users\Yes\Downloads\Taviliy_HTML_PDF (1)\Taviliy_HTML_PDF\corpus_gnem_battery\emia_report_-_22mcie121_12-2022_1_DOC_003.pdf,title: emia report 22mcie121 12 2022 1 query: GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed domain: description: emia report 22mcie121 12 2022 1 emia report 22mcie121 12 2022 1 emia_report_-_22mcie121_12-2022_1_DOC_003.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed content snippet: emia report 22mcie121 12 2022 1 emia report 22mcie121 12 2022 1 emia_report_-_22mcie121_12-2022_1_DOC_003.pdf GNEM Battery Supply Chain Explorer Georgia Battery Technology & Supply Chain Mixed metadata score: 39.78,ELECTRIC MOBILITY AND INNOVATION ALLIANCE 1 ELECTRIC MOBILITY AND INNOVATION ALLIANCE 2021-2022 ALLIANCE REPORT Office of Governor Brian P. Kemp January 2023 ELECTRIC MOBILITY AND INNOVATION ALLIANCE 2 Table of Contents Letter from the Governor ......................................................................................................3 Committee Chairs ....................................................................................................................4 Georgia’s Electric Mobility and Innovation Alliance ...................................................5 Alliance Membership and Acknowledgements ......................................................6 What Is E-Mobility? ............................................,,"[1] of shifting economic and industry trends to keep Georgia the No. 1 state for business. The automotive industry will see more change in this decade than it has in the past century. According to the Alliance for Automotive Innovation, automakers are planning to invest $250 billion in electrification by this next year alone, and IHS Markit predicted a rapid increase in the number of EV models available to consumers in the U.S. by 2026. But the future of transportation and mobility is not just autom || [2] Innovation Alliance (EMIA) with the purpose of bringing together industry leaders, subject matter experts, and elected officials to develop a roadmap that will keep Georgia at the forefront of the e-mobility and innovation revolution. Enclosed herein is the first EMIA report, complete with recommendations for how we can secure the Peach State’s reputation as the national leader in this emerging industry. I would like to thank all the participants of the Alliance for their dedication and efforts. || [3] The purpose of the Alliance is to identify ways to support the growth of the entire electric mobility sector and foster innovation in the State of Georgia by creating a business-friendly environment for the industry and promoting favorable public policy. While the Alliance has the long-term goal to bring new investments to Georgia, it also seeks to support the state’s existing industry. The Alliance is organized into five working committees based on five focus areas, as shown below. Alliance Com",7,5,5,0,2,8,local_text,57449,CardBuilt,2,2,"edge_attributes, optimization_levers",2,4,100.0,62.67,100.0,20.0,80.0,2,0,0,0,1,0,4.0,hashing_bow,67.91,52.05,25.0,45.58,28.89,31.0,58.51,1,0,0,1,0,0,not_used,,,,0.0
